Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.01420741667971015,-0.2687506029009819,-0.024584618210792542,-1.7660789823532106,1.786579486594975
0.024232416646555066,0.08837452501058579,0.16901113718748093,-1.9806150788068773,1.9897765984053146
0.034258416621014476,0.22610422790050508,0.5959809637069703,-2.0674813145399096,2.1635145982745865
0.04428341658785939,0.393771967291832,0.9743002018332482,-1.8832647854089737,2.1566185331390195
0.0543094165623188,0.5098368591070176,1.0323648074269296,-1.5443812161684036,1.926349931702843
0.06433441652916372,0.44230298012495045,1.0154257160425186,-1.1340499341487884,1.5851784013702512
0.07436041650362313,0.41106364578008653,1.0160887902975082,-0.6306046664714814,1.2645441850824661
0.08438541670329869,0.5308210542798043,0.9412961778044701,-0.2695823693275452,1.11377023656959
0.0944114166777581,0.6786848589777947,0.745287276506424,-0.028086515665054324,1.0083923416459861
0.10443641664460301,0.451704133450985,0.5354716372489929,0.647641698718071,0.9540473093055978
0.11446241661906242,0.1494261807203293,0.8499655929207802,1.7861542278528215,1.983712836655131
0.12448741658590734,0.08151881083846092,0.9642312964797021,2.4514603650569917,2.63553509388071
0.13451341656036675,0.40105233550071717,0.8902991017699242,3.1923452728986743,3.338344471114601
0.14453841652721167,1.0654319813847541,0.6017167899012565,3.6123191982507707,3.813929521144512
0.15456441673450172,1.3411048105359078,0.25235354840755464,3.29500074505806,3.5664091655570886
0.16458941670134664,0.9267681857943535,0.08699458211660385,2.7514587807655335,2.90465019404574
0.17461441666819155,0.04456601589918137,0.03316950023174286,2.099481371641159,2.1002162687178174
0.18464041664265096,-0.7067747367918492,0.28890800178050996,1.1899779671430588,1.4138762054529108
0.19466541660949588,-1.2014925965666772,0.7763988491892815,0.5592920243740082,1.5359645833011102
0.2046914165839553,-1.4136827901005746,1.296563937664032,0.3330328452587128,1.9469175512842138
0.2147164165508002,-1.1973513060808183,1.4765348035097123,0.11419027447700501,1.9044276292193516
0.22474241652525961,-0.5540008789300919,1.3913815096020699,0.3049118310213089,1.5283424694140435
0.23476741672493517,0.5440886789560319,1.1385227617621423,1.5195200246572496,1.9751475071378806
0.24479341669939458,1.620986319333315,0.6169400158524514,2.594775620698929,3.121069072032739
0.2548184166662395,2.2859324142336845,-0.23498468667268754,3.0258282655477524,3.7995185876637874
0.2648444166406989,2.4436227571964264,-1.0235398972034455,3.183386169075966,4.141602781788672
0.2748694166075438,2.135372458398342,-1.4734179452061653,3.062989659905434,4.014060492073997
0.28489541658200324,1.5890505816042424,-1.690599029660225,2.655889549255371,3.5266068859214763
0.29492041654884815,1.2031033582985402,-1.8520140489935877,2.0939335334300995,3.0433487100301058
0.30494641652330756,1.1788260843604803,-1.9576928240060807,1.2671413332223893,2.6130134497729207
0.3149714167229831,1.1964324161410331,-1.9288961640000344,0.22353963911533356,2.2808026894369737
0.32499741669744253,1.0827447829395533,-1.6298751103878022,-0.7868001687526703,2.1090006273099355
0.33502241666428745,0.9657878252863884,-1.2140129470825196,-1.6156055653095247,2.2398113540685753
0.34504841663874686,0.7223942577838898,-0.8466566535830499,-2.3062248837947847,2.5607331308377006
0.3550734166055918,0.5568606790155173,-0.6840125495195389,-2.525360400080681,2.6749602116722224
0.3650994165800512,0.530388506501913,-0.6580523738265038,-2.2333136129379274,2.3878933368686894
0.3751244165468961,0.38774853117763997,-0.5654044112563134,-1.791730132699013,1.9184180827234032
0.3851504165213555,0.2522542188316584,-0.4683529105782509,-1.5353811818361283,1.624925233142127
0.39517541672103107,0.22440915662795308,-0.4037224665284157,-1.3632239502668382,1.4393508391422085
0.4052014166954905,0.1467594849318266,-0.3737847223877907,-1.1565272158384323,1.2242583739076358
0.4152264166623354,-0.023137414064258337,-0.30582224249839784,-1.0246187084913254,1.0695354513651063
0.4252524166367948,-0.11593497399240733,-0.2527362486720085,-1.1740326100587846,1.2065111267903257
0.4352774166036397,-0.25955391939729455,-0.20362636148929597,-1.568175290822983,1.6024998205664842
0.44530341657809913,-0.3407320933789015,-0.03204361885786057,-1.9397073733806611,1.969667445868764
0.45532841654494405,-0.3496307516098023,0.17733464866876603,-2.223089756369591,2.257391703928478
0.46535441651940346,-0.2748979999870062,0.353885478079319,-2.523918476700783,2.563390005251617
0.475379416719079,-0.19032237444072964,0.565896746814251,-2.693370201587677,2.7587505826131062
0.4854054166935384,-0.06946441031992436,0.7374286186695099,-2.8021307516098024,2.89837247796953
0.49543041666038334,0.029321136977523567,0.7839438039064408,-2.9242171061038973,3.027618420539089
0.505456083221361,0.13944392379373313,0.6701596185564995,-2.736833724975586,2.821137600399975
0.515481083188206,0.17552796866744758,0.5011478966474533,-2.396531621217728,2.4546533550778933
0.5255060833878815,-0.026140196844935418,0.3860425329208374,-2.099099548459053,2.1344627102519333
0.5355320833623409,-0.20159357696771624,0.3568941628932953,-1.6901774454116822,1.739170265028788
0.5455570833291858,-0.24427459672093393,0.3270961672067642,-1.1703506183624268,1.2395089959761667
0.5555830833036453,-0.3441664554923773,0.2557937577366829,-0.7435307729244233,0.8583233690566916
0.5656080832704902,-0.3987772569805384,0.3826607957482338,-0.5588862276077271,0.7860066161917405
0.5756340832449496,-0.40073256589472295,0.5065729433298112,-0.5349652683734895,0.8386838347364972
0.5856590832117945,-0.29242565017193556,0.6433013105392457,-0.603125091791153,0.9290367126050924
0.5956850831862539,-0.15434829376637937,0.7586800315976143,-0.7507146620750428,1.0784207388528817
